"lake","date","year","doy","PML","PML.g440","taxon_name","number_per_net","mean_length","mean_individ_biomass","net_efficiency_mean","abundance_raw","abundance","biomass","manual_chl","cumulative.load","daily.load"
"R",2013-08-31,2013,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.493030841,211.875,4.25
"R",2013-09-01,2013,244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.405934777,216.125,4.25
"R",2013-09-02,2013,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220.6875,4.5625
"R",2013-09-03,2013,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225.25,4.5625
"R",2013-09-04,2013,247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229.8125,4.5625
"R",2013-09-05,2013,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234.375,4.5625
"R",2013-09-06,2013,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238.9375,4.5625
"R",2014-05-16,2014,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"R",2014-05-17,2014,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"R",2014-05-18,2014,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"R",2014-05-20,2014,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"R",2014-05-21,2014,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"R",2014-05-22,2014,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"R",2014-05-23,2014,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"R",2014-05-24,2014,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"R",2014-05-25,2014,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"R",2014-05-27,2014,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.86494917842574,0,0
"R",2014-05-28,2014,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.98387322313104,0,0
"R",2014-05-29,2014,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.771730873293373,0,0
"R",2014-05-30,2014,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.47810522810523,0,0
"R",2014-05-31,2014,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28524145125708,0,0
"R",2014-06-01,2014,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32048778044872,0,0
"R",2014-06-03,2014,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.32729184877622,6,3
"R",2014-06-04,2014,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.71043409715285,9,3
"R",2014-06-05,2014,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.00686292873793,12,3
"R",2014-06-06,2014,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.89200090274309,15,3
"R",2014-06-07,2014,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.52376724837662,18,3
"R",2014-06-08,2014,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.17069681620463,21,3
"R",2014-06-10,2014,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.57634292790543,27,3
"R",2014-06-11,2014,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6888742767649,30,3
"R",2014-06-12,2014,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.27746602355977,33,3
"R",2014-06-13,2014,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.10141191985875,36,3
"R",2014-06-14,2014,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.44141314028381,39,3
"R",2014-06-15,2014,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.72602100280672,42,3
"R",2014-06-17,2014,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.94188979211845,48,3
"R",2014-06-18,2014,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.70029145359091,51,3
"R",2014-06-19,2014,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.46180219520063,54,3
"R",2014-06-20,2014,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3731262227356,57,3
"R",2014-06-21,2014,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.49394615800866,60,3
"R",2014-06-22,2014,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.87183552124958,63,3
"R",2014-06-24,2014,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.62166804549617,69,3
"R",2014-06-25,2014,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.42733535995255,72,3
"R",2014-06-26,2014,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.32685315986097,75,3
"R",2014-06-27,2014,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.0407109166875,78,3
"R",2014-06-28,2014,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.37054481976357,81,3
"R",2014-06-29,2014,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.20379262664419,84,3
"R",2014-07-01,2014,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.59866273049867,90,3
"R",2014-07-02,2014,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.66234741820679,93,3
"R",2014-07-03,2014,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.49464727980353,96,3
"R",2014-07-04,2014,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.51489883814103,99,3
"R",2014-07-05,2014,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.56237447448385,102,3
"R",2014-07-06,2014,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.00729771530553,105,3
"R",2014-07-08,2014,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.31236374302781,111,3
"R",2014-07-09,2014,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.83942522321429,114,3
"R",2014-07-10,2014,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1029540121337,117,3
"R",2014-07-11,2014,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.27323165116134,120,3
"R",2014-07-12,2014,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.55771702256077,123,3
"R",2014-07-13,2014,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.60917240311772,126,3
"R",2014-07-15,2014,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.97593324644106,132,3
"R",2014-07-16,2014,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.13760881046037,135,3
"R",2014-07-17,2014,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.48180693004912,138,3
"R",2014-07-18,2014,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.80142903971029,141,3
"R",2014-07-19,2014,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.16837394376457,144,3
"R",2014-07-20,2014,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.61270565372128,147,3
"R",2014-07-22,2014,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.01618953962704,153,3
"R",2014-07-23,2014,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.53600826257076,156,3
"R",2014-07-24,2014,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.04523113605145,159,3
"R",2014-07-25,2014,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.64889602584915,162,3
"R",2014-07-26,2014,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.97757841117216,165,3
"R",2014-07-27,2014,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.79246274558775,168,3
"R",2014-07-30,2014,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6780198967699,177,3
"R",2014-07-31,2014,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.48411419309857,180,3
"R",2014-08-01,2014,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.70842861565518,183,3
"R",2014-08-02,2014,214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.93249621472278,186,3
"R",2014-08-03,2014,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.04840406988845,189,3
"R",2014-08-05,2014,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0508209238678,195,3
"R",2014-08-06,2014,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.77737399319431,198,3
"R",2014-08-07,2014,219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8021812172203,201,3
"R",2014-08-08,2014,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6665310600857,204,3
"R",2014-08-09,2014,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.07580830627706,207,3
"R",2014-08-10,2014,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.09287912608225,210,3
"R",2014-08-12,2014,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3000304708313,216,3
"R",2014-08-13,2014,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4745368563728,219,3
"R",2014-08-14,2014,226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.66887344426407,222,3
"R",2014-08-15,2014,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.87966590700966,225,3
"R",2014-08-16,2014,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.34097835757992,228,3
"R",2014-08-17,2014,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.36045822666916,231,3
"R",2014-08-19,2014,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.13698737785652,237,3
"R",2014-08-20,2014,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.07314031996649,240,3
"R",2014-08-21,2014,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.71480570211039,243,3
"R",2014-08-22,2014,234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3418128095862,246,3
"R",2014-08-23,2014,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.42879646395271,249,3
"R",2014-08-24,2014,236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1344947370338,252,3
"R",2014-08-26,2014,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.42706512237762,258,3
"R",2014-08-27,2014,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.01048625853313,261,3
"R",2014-08-28,2014,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.92025520052864,264,3
"R",2014-08-29,2014,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.70645435293873,267,3
"R",2014-08-30,2014,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267,0
"R",2014-08-31,2014,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267,0
"R",2014-09-01,2014,244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267,0
"R",2014-09-02,2014,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267,0
"R",2014-09-03,2014,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267,0
"R",2014-09-04,2014,247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267,0
"R",2014-09-05,2014,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267,0
"R",2014-09-06,2014,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267,0
"R",2014-09-07,2014,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267,0
"R",2015-05-09,2015,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"R",2015-05-10,2015,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"R",2015-05-11,2015,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"R",2015-05-12,2015,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"R",2015-05-13,2015,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"R",2015-05-14,2015,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"R",2015-05-15,2015,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"R",2015-05-16,2015,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"R",2015-05-17,2015,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"R",2015-05-19,2015,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"R",2015-05-20,2015,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"R",2015-05-21,2015,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"R",2015-05-22,2015,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"R",2015-05-23,2015,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"R",2015-05-24,2015,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"R",2015-05-26,2015,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.87400004656361,0,0
"R",2015-05-27,2015,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.62305438729755,0,0
"R",2015-05-28,2015,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75667929989125,0,0
"R",2015-05-29,2015,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8111063294819,0,0
"R",2015-05-30,2015,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.98486618544514,0,0
"R",2015-05-31,2015,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6290572994718,0,0
"R",2015-06-02,2015,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26245684728652,6,3
"R",2015-06-03,2015,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.20550914061885,9,3
"R",2015-06-04,2015,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.65226434184208,12,3
"R",2015-06-05,2015,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.24663409288871,15,3
"R",2015-06-06,2015,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.69713975436937,18,3
"R",2015-06-07,2015,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.14027821691649,21,3
"R",2015-06-09,2015,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.03190117624167,27,3
"R",2015-06-10,2015,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.99395601007763,30,3
"R",2015-06-11,2015,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.21451607351087,33,3
"R",2015-06-12,2015,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.74694126844236,36,3
"R",2015-06-13,2015,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.40170986541288,39,3
"R",2015-06-14,2015,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.47460268621852,42,3
"R",2015-06-16,2015,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.46860554699538,48,3
"R",2015-06-17,2015,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.62427846668072,51,3
"R",2015-06-18,2015,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.85526207444734,54,3
"R",2015-06-19,2015,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.83487040732384,57,3
"R",2015-06-20,2015,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5932885708016,60,3
"R",2015-06-21,2015,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5623996675138,63,3
"R",2015-06-23,2015,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4394283905947,69,3
"R",2015-06-24,2015,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.3276907617191,72,3
"R",2015-06-25,2015,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.1816467853481,75,3
"R",2015-06-26,2015,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.6731686322851,78,3
"R",2015-06-27,2015,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.3422044756161,81,3
"R",2015-06-28,2015,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.1504912900491,84,3
"R",2015-06-30,2015,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.1221120924721,87,0
"R",2015-07-01,2015,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.8635078939073,87,0
"R",2015-07-02,2015,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.0409528904557,87,0
"R",2015-07-03,2015,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2722373140648,87,0
"R",2015-07-04,2015,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3060011393205,87,0
"R",2015-07-05,2015,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4252188279919,87,0
"R",2015-07-07,2015,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6877169370876,87,0
"R",2015-07-08,2015,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5947202242575,87,0
"R",2015-07-09,2015,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.907949642515,87,0
"R",2015-07-10,2015,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.25694450079205,87,0
"R",2015-07-11,2015,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.28395421319465,87,0
"R",2015-07-12,2015,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33797069407071,87,0
"R",2015-07-14,2015,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.29284943534398,87,0
"R",2015-07-15,2015,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.66203047944951,87,0
"R",2015-07-16,2015,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.64654692792803,87,0
"R",2015-07-17,2015,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.06264782512894,87,0
"R",2015-07-18,2015,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.51837752922247,87,0
"R",2015-07-19,2015,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.80761995458253,87,0
"R",2015-07-21,2015,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8631417807454,87,0
"R",2015-07-22,2015,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.69149331817145,87,0
"R",2015-07-23,2015,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.51560769389474,87,0
"R",2015-07-24,2015,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.29009397494043,87,0
"R",2015-07-25,2015,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.79483645654564,87,0
"R",2015-07-26,2015,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.36411220512999,87,0
"R",2015-07-28,2015,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8614257099951,87,0
"R",2015-07-29,2015,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.27625694214048,87,0
"R",2015-07-30,2015,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.19055001048624,87,0
"R",2015-07-31,2015,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.56645623353544,87,0
"R",2015-08-01,2015,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.54917408764531,87,0
"R",2015-08-02,2015,214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.47074647223057,87,0
"R",2015-08-04,2015,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.48291219220171,87,0
"R",2015-08-05,2015,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.04016755745234,87,0
"R",2015-08-06,2015,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.34692672796801,87,0
"R",2015-08-07,2015,219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.45873390887235,87,0
"R",2015-08-08,2015,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.49808685469031,87,0
"R",2015-08-09,2015,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.90922422937023,87,0
"R",2015-08-11,2015,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.73280900869003,87,0
"R",2015-08-12,2015,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.15600418767897,87,0
"R",2015-08-13,2015,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.27139369936714,87,0
"R",2015-08-14,2015,226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.24005045550187,87,0
"R",2015-08-15,2015,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.81503478621284,87,0
"R",2015-08-16,2015,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.28313852059447,87,0
"R",2015-08-18,2015,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.51962426313408,87,0
"R",2015-08-19,2015,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.16333649569092,87,0
"R",2015-08-20,2015,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.19829178624698,87,0
"R",2015-08-21,2015,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.51310553154403,87,0
"R",2015-08-22,2015,234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.93804300107791,87,0
"R",2015-08-23,2015,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.95243175602716,87,0
"R",2015-08-25,2015,237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.66692444994173,87,0
"R",2015-08-26,2015,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.20306197131168,87,0
"R",2015-08-27,2015,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.62385485382213,87,0
"R",2015-08-28,2015,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1279120066039,87,0
"R",2015-08-29,2015,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.65261389474764,87,0
"R",2015-08-30,2015,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.01209816921346,87,0
"R",2015-08-31,2015,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.44937273108946,87,0
"R",2015-09-01,2015,244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.39283430810952,87,0
"R",2015-09-02,2015,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.46282308897681,87,0
"R",2015-09-03,2015,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5507196137755,87,0
"R",2015-09-04,2015,247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,0
"R",2018-05-18,2018,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"R",2018-05-19,2018,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"R",2018-05-20,2018,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"R",2018-05-21,2018,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"R",2018-05-22,2018,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"R",2018-05-23,2018,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"R",2018-05-24,2018,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"R",2018-05-25,2018,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"R",2018-05-26,2018,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"R",2018-05-27,2018,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"R",2018-05-29,2018,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.78739916033684,0,0
"R",2018-05-30,2018,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.82245890964768,0,0
"R",2018-05-31,2018,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.14086101681902,0,0
"R",2018-06-01,2018,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.86823740547863,0,0
"R",2018-06-02,2018,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53128801564843,0,0
"R",2018-06-03,2018,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.97469983893919,0,0
"R",2018-06-05,2018,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.37259238820537,0,0
"R",2018-06-06,2018,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.23372722894921,0,0
"R",2018-06-07,2018,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.36209390504759,0,0
"R",2018-06-08,2018,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.29631637168252,0,0
"R",2018-06-09,2018,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.72033844144374,0,0
"R",2018-06-10,2018,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.47064303646285,0,0
"R",2018-06-12,2018,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.61140047731893,0,0
"R",2018-06-13,2018,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.82603613298898,0,0
"R",2018-06-14,2018,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.40220847958254,0,0
"R",2018-06-15,2018,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.79098930718192,0,0
"R",2018-06-16,2018,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.88565714845288,0,0
"R",2018-06-17,2018,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.99253426163055,0,0
"R",2018-06-19,2018,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.57325591333928,0,0
"R",2018-06-20,2018,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.54602470016719,0,0
"R",2018-06-21,2018,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.77386774445807,0,0
"R",2018-06-22,2018,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.21556877899989,0,0
"R",2018-06-23,2018,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.17921292065723,0,0
"R",2018-06-24,2018,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19651597623208,0,0
"R",2018-06-26,2018,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.10935264384192,0,0
"R",2018-06-27,2018,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.85181577921849,0,0
"R",2018-06-28,2018,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.96762312121197,0,0
